"","channel_name","location","channel_id","lat_long2","no_videos","wordcount","mean_syl_sec","latitude","longitude","scaled_count","local_gvalues1","local_gvalues5","local_gvalues10","local_gvalues25","local_gvalues50","inv_dist200","inv_dist1000"
"1 25","City of El Paso Texas","El Paso, Texas","UCwYdX-cXdg609Ppl8Bjq07g","(31.7618778, -106.4850217)",27,92219,5.41166022863568,31.7618778,-106.4850217,36093.75,-0.209272119481358,0.595679107722881,0.720044139944295,0.510144924330672,-0.0262018173384469,-1.67616646642926,0.296156181288812
"1 26","City of Gravette, Arkansas - Official","Gravette, Arkansas","UC5L-KVG-9wiBtZRebmjX5pQ","(36.4220207, -94.4535484)",3,1067,5.41157094327574,36.4220207,-94.4535484,30468.75,1.80242761507287,1.77834481040727,1.00108470350897,-0.175019139590585,-1.04981374880694,1.28083811824805,-0.810560549043628
"1 27","City of Jacksonville, Florida","Jacksonville, Florida","UCDz1-m1rzglGoYCHG-yTLaA","(30.3321838, -81.65565099999999)",7,5902,5.40183535574916,30.3321838,-81.655651,31406.25,1.01249014330937,1.80811827957604,2.51016827176415,1.70738301269854,0.165130414189288,0.658603576048796,-0.451636648287295
"1 28","City of Woodbury MN","Woodbury, Minnesota","UCDsJCsK3YLLVgRbg34kABMA","(44.9238552, -92.9593797)",312,240156,5.40129338449961,44.9238552,-92.9593797,102890.625,2.32245941702707,2.5040665431485,2.3481668739919,1.21303578614265,0.312004377750463,2.1781544149182,2.09631183019926
"1 29","Oklahoma Municipal League","Oklahoma City, Oklahoma","UCq709y5jiSJf5sPulXKoXww","(35.493524, -97.507459)",11,3655,5.40127692864869,35.493524,-97.507459,32343.75,-0.0716156454592638,0.0554215700066658,0.372829445655862,0.254372367230313,-0.24739274407802,-0.583972780490234,-0.720218626735209
"1 30","City of Milwaukie Oregon","Milwaukie, Oregon","UCRFbfqe3OnDWLQKSB_m9cAw","(45.4465323, -122.6323315)",8,8091,5.3908037942657,45.4465323,-122.6323315,31640.625,0.472317660438998,0.329879572363988,-0.0160210657727675,0.154577464006623,0.724515995079106,-0.188541418308245,0.120020836247143
"1 31","County of El Paso, Texas Commissioners Court Public Meetings","El Paso, Texas","UC-2RxYOS6Y6VkDlp5eM0OLA","(31.7582637, -106.4841176)",52,725858,5.39037758293489,31.7582637,-106.4841176,41953.125,0.612415002906982,-0.189517796477321,0.268144420485124,0.519096611611845,0.87070445818016,-1.92300677779733,0.310964251804235
"1 32","City of Sanford, FL","Sanford, Florida","UCrOGg6n2Qjw6yujcrwc0Z3g","(28.8028612, -81.269453)",17,14679,5.38953605013386,28.8028612,-81.269453,33750,2.50923732255128,2.40144141121122,2.01645216525287,1.8138329662484,0.0378934284528517,2.64982022073543,1.79321964060357
"1 33","Georgia Municipal Cemetery Association","Atlanta, Georgia","UChq_4HlWrpaIhozKkgS2LWA","(33.7496533, -84.39302839999999)",1,5824,5.38851331460623,33.7496533,-84.3930284,30000,-1.1088967785385,-1.1877726389269,-1.4992595312969,-2.13518496725862,-1.68704034550877,-1.91490624631646,-2.51923005138202
"1 34","New Mexico House of Representatives","Santa Fe, New Mexico","UCIrMQ6ct5h9f2f6-_uZpNOw","(35.6821782, -105.9396627)",7,1259,5.38727009369553,35.6821782,-105.9396627,31406.25,0.0652064529731539,0.878707578680639,1.4321563528405,0.691469955362062,1.28656408450202,-0.261858193296614,0.204960453011454
"1 35","CityOfBeatriceNE","Beatrice, Nebraska","UCNqBm24raflfC7qGBgqLQbQ","(40.2659269, -96.7466913)",93,547113,5.38516003622256,40.2659269,-96.7466913,51562.5,-0.367529314380148,-0.281991741128274,-0.237248962158249,-1.38965517743731,-0.636061569374922,-0.661097933848945,-0.334025390384694
"1 36","City of Maricopa","Maricopa, Arizona","UCcGYzD73sGc7P9gH6kZJC3A","(33.0581063, -112.0476423)",104,316325,5.37924979941906,33.0581063,-112.0476423,54140.625,0.532403258984111,0.819369112185842,-0.653952827581937,-0.656933460457555,0.0270377671209808,0.0132242798377641,-0.764206826533121
"1 37","City of Las Vegas Government","Las Vegas, Nevada","UCH9xyXcOBq9hEEkkx9iaojw","(36.1674222, -115.1487183)",17,25476,5.37507713187413,36.1674222,-115.1487183,33750,-0.973649785821931,-1.02478479950983,-0.761305373715387,-0.962092038872371,0.0495739886200345,0,-0.389930587409529
"1 38","Falls Township PA","Fairless Hills, Pennsylvania","UCXkR2V1sBOCmVB3S5aHEjTA","(40.1740577, -74.8530595)",46,412289,5.37264325829447,40.1740577,-74.8530595,40546.875,0.976709262031995,0.364222936096892,0.44070316185454,1.72173030174299,0.411921093263559,0.642153841712442,0.138693709533384
"1 39","cityofminneapolis","Minneapolis, Minnesota","UC1IHi7mIMbFhZo4j_H6QIsA","(44.977753, -93.2650108)",48,446405,5.36763523277588,44.977753,-93.2650108,41015.625,1.0835362640436,1.65187907455587,2.49265612202517,1.47766611745915,0.361610553834651,1.62612996795411,1.57562320799779
"1 40","City of Newark, Delaware","Newark, Delaware","UCkUa0_pCSXUlTQaeXLd73eA","(39.6837226, -75.74965720000002)",103,219589,5.36611154750308,39.6837226,-75.7496572,53906.25,-0.322198779754122,0.123426646773506,1.67438012088351,0.648512634169134,1.53686932910165,0.0946086059174272,-0.315815765999044
"1 41","City of Concord NH","Concord, New Hampshire","UCDD8p5ZXUSNhW3_l8S78W5w","(43.2081366, -71.5375718)",13,8420,5.36285716633963,43.2081366,-71.5375718,32812.5,0.29721413554967,0.330768170545768,0.147801598084155,-0.570427473465214,-0.50865180022257,-1.0742476952424,-0.914331560578296
"1 42","City of Brentwood, TN","Brentwood, Tennessee","UCpy4tA7ME8ra38IDTTAXHVw","(36.0331164, -86.78277720000001)",34,10425,5.36236651839833,36.0331164,-86.7827772,37734.375,0.60955191340909,-0.183035825445805,-0.792462162712249,-2.19975018344824,-2.12886446946837,-0.660942933780476,-1.59365660140358
"1 43","City of Greeley Government","Greeley, Colorado","UCegM3TAyGPayKBUHIeQCv6w","(40.4261819, -104.6949673)",21,15063,5.36101947763902,40.4261819,-104.6949673,34687.5,1.01511819641881,1.16624587237672,1.56077705743445,0.834574710153303,1.24712642456756,0.921465552552863,0.926177625026939
"1 44","City of Monroe, Michigan","Monroe, Michigan","UCiO2fcMaMm-faFWMWNTcFIw","(41.9164343, -83.3977101)",7,29640,5.35890574008331,41.9164343,-83.3977101,31406.25,-0.452300314804395,-0.25436209537829,-0.454974121608926,-0.718002462593909,0.295470798261749,-0.858374785799388,-1.17159156943719
"1 45","City of Maplewood MN","Maplewood, Minnesota","UCFoyXqYAzbo9ieihH-08zAA","(44.9530215, -92.9952153)",62,57801,5.35002619305933,44.9530215,-92.9952153,44296.875,2.02458087969422,1.99454260542972,2.19205481878108,1.50813465117732,0.761424901508899,1.91714111205476,1.84108442319238
"1 46","Ada County, Idaho","Ada County, Idaho","UCmREyet73vxhBFCffWClEKA","(43.478767, -116.2420304)",19,161403,5.34202706385368,43.478767,-116.2420304,34218.75,0.296059261841188,0.459814263803024,0.640542269504322,1.40509882979662,0.824097538274715,0,0.657783177590727
"1 47","City of Little Falls, MN","Little Falls, Minnesota","UCDJcQU_2dOXIixQEJzQ7_aQ","(45.9805556, -94.36944439999999)",38,250732,5.33548351831089,45.9805556,-94.3694444,38671.875,1.22785002118727,0.949678301410167,1.53154939217169,1.78977567388939,1.37217486099825,0.679686691172439,1.41381808559538
"1 48","City of Sioux City Council","Sioux City, Iowa","UCrekGAbOEqDvdzn9w8FAcoQ","(42.4965857, -96.40594519999999)",69,812481,5.3338256944185,42.4965857,-96.4059452,45937.5,0.539805708998765,-0.0839295620538496,-0.57589935024519,-1.07727207617475,-0.17130625962184,-0.620833154007089,-0.14483346604894
"1 49","North Dakota AFL-CIO","Bismarck, North Dakota","UCNEsTdrFb3fgJBD_QzKr_ug","(46.803712, -100.771268)",2,2672,5.33353697123287,46.803712,-100.771268,30234.375,0.479495031898133,0.666485922830924,-0.23979885663024,0.756311730315612,1.59642674155814,0,1.14264169209003
"1 50","Maryland Municipal League","Annapolis, Maryland","UCgG96iwVAdX7Y-RNL2u8pow","(38.9777014, -76.5132089)",24,8644,5.32854307286978,38.9777014,-76.5132089,35390.625,-0.267800985587866,-0.0375905088450912,0.427801207267428,0.355726012397257,0.833756512610153,0.527174116610824,-0.412796316875468
"1 51","SCCMOTV","St Charles County, Missouri","UClZsKsIKtPJkYwn1BtJgAFA","(38.7338885, -90.8294002)",402,844253,5.32758562801757,38.7338885,-90.8294002,123984.375,-0.632791796172288,0.633961864785383,-0.107180208416564,-1.17105055400687,-1.43698237611225,-0.716792511757957,-1.87132861604207
"1 52","City of Republic","Republic, Missouri","UCmvA973eokxbVlHVODl-1_A","(37.1200526, -93.4801942)",64,410465,5.32472572124663,37.1200526,-93.4801942,44765.625,0.178802705684189,0.199484656174558,0.127868355065811,-0.401702363035069,-0.86904249851926,-0.335552425990583,-1.62587266302793
"1 53","City of Middletown, Ohio","Middletown, Ohio","UCh-fZasNyuDxLyVxjmcaCIw","(39.5150576, -84.39827629999999)",13,92882,5.32441413134625,39.5150576,-84.3982763,32812.5,1.00197347535414,0.845403268755527,0.757970612553019,-0.208579000839586,-0.822853345681086,0.297187434927643,-0.3616443955656
"1 54","Jersey City TV","Jersey City, New Jersey","UCdLHkxEC-vqQLcJ9URFSjxw","(40.70164740000001, -74.0954634)",1,21922,5.3221978283826,40.7016474,-74.0954634,30000,0.0745552475644743,0.353835064026281,-0.186084523899175,0.757808166727132,-0.43315556447668,0.478069476662531,0.36729089587946
"1 55","Sacramento County District Attorney's Office","Sacramento, California","UCi0AEGcHEB460WW_VC1g6NA","(38.5841801, -121.4930305)",76,34892,5.32032236750359,38.5841801,-121.4930305,47578.125,0.279777499448744,0.598982312393005,0.0435668610321735,0.498425633013323,0.326616228559804,0.0685926262235063,0.120201243460863
"1 56","City of Greenville, NC","Greenville, North Carolina","UC3Ud91UVasbpi8wPVDlcCRA","(35.612661, -77.3663538)",375,302110,5.31734841528392,35.612661,-77.3663538,117656.25,0.0897619006955483,0.0897619006955483,0.344625465036679,-0.601920276999668,-0.800173652103281,-0.175683970872398,-0.711585629326444
"1 57","Adams County CO Government","Brighton, Colorado","UC7KDbF1XykrYlxnfhEH5XVA","(39.9239028, -104.8126509)",361,942859,5.31710017789069,39.9239028,-104.8126509,114375,1.51762735382426,1.49192319446494,1.65997257001206,0.477967611108626,1.74285717089784,0.655611868283747,0.784758912228256
"1 58","Texas Municipal League Intergovernmental Risk Pool","Austin, Texas","UCCk9C8LXg9ncBGrFlog24Lg","(30.3316115, -97.6812044)",21,69203,5.31184513761272,30.3316115,-97.6812044,34687.5,0.762036604346265,0.869081393817713,0.616543772448559,0.544315307598667,-0.399313091028303,0.512772570860541,-0.117529808227619
"1 59","Dayton, Ohio - City Government","Dayton, Ohio","UC8upHquptA3gqvKO7qXZvIg","(39.75962, -84.194052)",1080,3005549,5.31053401452923,39.75962,-84.194052,282890.625,0.965150066739232,0.965150066739232,0.482603199608332,-0.213380670440885,-1.24177969205631,0.28755357958839,-0.348954364907767
"1 60","City of Mesa","Mesa, Arizona","UCxhnbjW5_gD9I4gk_5t6-Aw","(33.4151843, -111.8314724)",190,243349,5.30957081621456,33.4151843,-111.8314724,74296.875,0.532999689039698,-0.857193851078553,-0.0253051354514883,-0.21374341916313,-0.500111972804409,-1.37327824303036,-0.690457315171978
"1 61","City of Centerville, Ohio","Centerville, Ohio","UCXLOLKzXqOtD9BSlPGrDBHQ","(39.6283928, -84.15938179999999)",67,156724,5.30333476274431,39.6283928,-84.1593818,45468.75,1.92592576131532,1.69167158912574,0.233674010458224,-0.779018019129101,-1.12188609807404,0.380128608328812,-0.295235231826364
"1 62","Kern Government Television","Kern County, California","UCmUJZiUo7nYq2x3IOnPqd5A","(35.4937274, -118.8596804)",185,1818059,5.29989690230968,35.4937274,-118.8596804,73125,-0.424421955000698,0.51915281724927,-0.463641003823427,-0.543864029199334,-0.385880686928133,-0.715426268290646,-0.602176379335542
"1 63","Vermillion City Council","Vermillion, South Dakota","UCuzkuhioz6Qycw2w7LVP6Bg","(42.7801475, -96.9313383)",3,22868,5.29875347616668,42.7801475,-96.9313383,30468.75,-0.0987854921530711,-0.0987854921530711,0.470134964272592,-1.96860399124807,-0.180079108661087,-0.24753493978248,0.137721048229692
"1 64","City of Mt. Shasta, California","Mount Shasta, California","UC3RTHPMvubRfg1lMsXVKzNg","(41.3098746, -122.3105666)",10,3248,5.28948648487528,41.3098746,-122.3105666,32109.375,-0.212359601663287,0.203684047575096,0.544002533196776,0.390255434887738,0.768370565568667,0.175829393432055,0.3596224476193
"1 65","Ottumwa Iowa","Ottumwa, Iowa","UCSPVpWJuu42NT03S9XgFFAA","(41.01602930000001, -92.40830220000001)",74,830866,5.28777329569461,41.0160293,-92.4083022,47109.375,-0.150303050709844,-0.659614523930828,-0.58363143377732,-1.52823954567425,-0.896217989451531,-1.15759758836781,-1.44846849170433
"1 66","Macomb Board of Commissioners","Mount Clemens, Michigan","UCDhWnZ6RMvQWhRHVfanLBxw","(42.5963627, -82.8780386)",234,1814243,5.28761849529812,42.5963627,-82.8780386,84609.375,0.269144839631999,0.212142360379992,-0.022662521776326,-0.421862684100922,0.432575033767453,-0.0542333405702404,-0.332843317209179
"1 67","Sunbury Videos","Sunbury, Pennsylvania","UCP6obhaxx_cy4JKoPwFLQ5g","(40.8618561, -76.7779541)",45,171510,5.28519104715075,40.8618561,-76.7779541,40312.5,1.23653143614289,1.11745559368518,0.545948963611959,1.19935143003784,0.899979670512899,0.255277069606632,-0.122216259822663
"1 68","Town of Whitestown","Whitestown, Indiana","UCpbwXmmh-voRDSN3qtn5Hfw","(39.9972626, -86.3458296)",176,645435,5.28392244393,39.9972626,-86.3458296,71015.625,0.554668196831861,0.554668196831861,-0.467410595701025,0.579006759514168,-0.39425603353423,-0.385168810128411,-0.845411942295411
"1 69","City of Boulder","Boulder, Colorado","UCAHm_LCXkzWpph_NDqZ0I4Q","(40.0149856, -105.2705456)",839,2055431,5.28354530115317,40.0149856,-105.2705456,226406.25,-0.685242546119991,0.11807847512366,0.34274461038136,1.44092815827659,1.42183691091892,0.260887662334268,0.647514437522691
"1 70","City of Broken Arrow","Broken Arrow, Oklahoma","UCAOrvaXvUHojbjsEn72Y-Dw","(36.060949, -95.7974526)",2,1943,5.28351918690079,36.060949,-95.7974526,30234.375,0.926419501000947,0.950086516306637,1.23277056010207,0.541723752178001,-0.528057436137902,0.587804549665781,-1.00189651686973
"1 71","Beaufort County NC Government","Washington, North Carolina","UCucOU3BykLPoXU2KjvX3CCg","(35.5432661, -77.0547823)",79,1026389,5.28105137587029,35.5432661,-77.0547823,48281.25,0.282311997209941,0.282311997209941,0.344625465036679,-0.04299795156318,-0.715815984973174,-0.279877623002552,-0.517984113277559
"1 72","Marion CountyFL","Marion County, Florida","UCmYgAek8oIGmMcZe_y0OGzw","(29.2787765, -82.12783999999999)",164,1628845,5.28091906165565,29.2787765,-82.12784,68203.125,1.91017151440914,1.72945936349911,2.76034105367369,1.87884877001358,-0.0803408301958302,3.29171269675584,1.39415092970418
"1 73","Connecticut Conference of Municipalities","New Haven, Connecticut","UCjkAzQTiyYHKbBul87L2ygg","(41.297205, -72.9127429)",44,20117,5.2763597710446,41.297205,-72.9127429,40078.125,-0.771822972088665,-0.491263064230129,-0.96758198711394,-0.831218882039353,-0.246729713666652,-1.54643989813223,-1.27835694618466
"1 74","City of Florence, Kentucky","Florence, Kentucky","UCKAoTbCHbQPSIf80S5wYhlA","(38.9989499, -84.62661109999999)",32,152768,5.27610778400305,38.9989499,-84.6266111,37265.625,0.809485250780017,0.86387647106779,0.291009692655791,-0.889958040136228,-0.575808176003416,-0.213121394069526,-1.11594556752114
"1 75","City of Saratoga Springs","Saratoga Springs, Utah","UCL97Ck7JMecdpmZLudfVhPQ","(40.3301898, -111.9044877)",81,1072555,5.27095044253388,40.3301898,-111.9044877,48750,0.312133028818421,0.566573721735856,0.779914567451381,0.654980307102871,0.884242084774731,0.621576365170526,0.875982324453134
"1 76","City of Maple Valley - Official","Maple Valley, Washington","UCBOARNqj0-h6M0r0q8xgY-A","(47.3911867, -122.047031)",8,4409,5.26809232387503,47.3911867,-122.047031,31640.625,-0.794157364687683,-0.9672848318416,-0.495736018379199,0.326159051169007,0.755553628362947,-1.26014003837252,-0.871754174095471
"1 77","City of Parkersburg ,WV","Parkersburg, West Virginia","UCnB1o9IZ7LWLn6rcupcRlDw","(39.2667418, -81.56151349999999)",7,1109,5.26669031244106,39.2667418,-81.5615135,31406.25,-1.52510670900591,-0.745540165153377,-1.87100952207267,-1.40849293111926,-0.826036718663518,-2.0488872414683,-1.94422396754329
"1 78","City of Clovis, NM","Clovis, New Mexico","UC3jy8DqeO4AA3GiB73JSyMQ","(34.4047987, -103.2052272)",6,8070,5.26399648235045,34.4047987,-103.2052272,31171.875,0.110834835366249,0.55281435214953,0.211145768417729,0.436490526516867,1.46120366027673,0,0.871548231952899
"1 79","Monroe North Carolina Government","Monroe, North Carolina","UCzrGKOKR72fmCEn7D0f9mlg","(35.0110269, -80.5447384)",14,54101,5.26245162459541,35.0110269,-80.5447384,33046.875,-1.85446251737787,-1.25241604145787,-1.90324316336909,-1.06046386834932,-1.61716072969303,-1.33165541142578,-1.79733742951445
"1 80","CityPortStLucie","Port St. Lucie, Florida","UClq_tphDlSHirmsyLeHJiig","(27.2730492, -80.3582261)",2,8140,5.26176172716922,27.2730492,-80.3582261,30234.375,-1.71790517781214,-1.22049928147315,-0.216184692957042,1.8138329662484,0.0378934284528517,-0.344578617955731,-0.226292692364595
"1 81","CityofGenevaIL","Geneva, Illinois","UCobt6LRW-pMEmfGNVuy5NxA","(41.8875281, -88.3053525)",140,1126811,5.26125785920351,41.8875281,-88.3053525,62578.125,-0.507646487257009,0.822569242322805,0.151252019872284,-0.547949031715945,0.254261429073572,0.0406705620031915,-0.0250352070545646
"1 82","City of Ferrysburg, MI","Ferrysburg, Michigan","UCMqr_ibvxyZlVajOzl-Tr3g","(43.08446199999999, -86.2203313)",10,75297,5.25957459474718,43.084462,-86.2203313,32109.375,1.22174603450443,0.264572137333717,0.876767291697723,0.872626712938509,0.119518892113281,0.000497393888660109,0.296229008156622
"1 83","Utah County Government","Provo, Utah","UCkRYDnXVDLGv9792bhWn9Wg","(40.2330328, -111.6568586)",69,826058,5.2569846268882,40.2330328,-111.6568586,45937.5,-0.0312409348697585,0.903122445466444,0.669711575057431,0.555258107434881,1.33252201348422,0.441174532199036,0.785223924287753
"1 84","ErieCountyNY","Erie County, New York","UC-bqfNQx5a6oFLVOX8kGeiw","(42.9023958, -78.8661589)",48,54007,5.25669851527643,42.9023958,-78.8661589,41015.625,-0.293108887361186,-0.0681282017170837,-0.404018220659656,0.325394191803789,1.00881354780687,-0.564027156897629,-0.607339962855373
"1 85","Bay Saint Louis City Council","Bay St Louis, Mississippi","UCfZVth2EfSBM4lVvXg_H-kw","(30.316913, -89.345498)",21,249595,5.25624620664351,30.316913,-89.345498,34687.5,-1.01717730573513,-1.24936884296944,-1.83333144204167,-2.88294093643257,-2.47691248023455,-2.36657027442009,-2.59030875383524
"1 86","Cass County ND","Cass County, North Dakota","UC2YN9WLXQ0kjDXIwdcPYC9Q","(47.071168, -97.12155790000001)",6,1462,5.25201234344131,47.071168,-97.1215579,31171.875,1.53361082292616,1.34129753298378,1.31218359244231,1.94716870379677,1.49898037492598,0.557765731369586,1.43643375882936
"1 87","CityofDestin","Destin, Florida","UCn_D1Iq1xxZhrkenq1d7EYA","(30.3935337, -86.4957833)",137,1126702,5.25171957835756,30.3935337,-86.4957833,61875,0.131718784567885,0.433593432162971,0.69390220792598,0.329778355336513,-0.570569591424636,-0.0892197841909031,-1.68947683722202
"1 88","San Diego County Water Authority","San Diego, California","UCbcVbucoGZmmZSHLKIHe8rg","(32.8255245, -117.1312866)",129,81730,5.25155522596361,32.8255245,-117.1312866,60000,0.00367071375328318,-0.249938523736818,0.108138592010068,-0.587906936825501,-0.518639461132147,-0.653524437156402,-0.636800271717364
