,channel_name,location,channel_id,lat_long,no_videos,word_count,population,video_duration,mean_syl_sec,std_syl_sec
162,LitchfieldTV,"Litchfield, New Hampshire",UCghq7fALfNAB53QKWlOyScw,"(42.8420373, -71.4807697)",266,2228320,8502.0,928457.5739999992,5.175724632265146,0.24787748751250246
163,Hennepin County MN,"Hennepin County, Minnesota",UCJDcgrMl0B2Og4ZdeOOrnFA,"(45.0208911, -93.5094574)",56,50713,1252024.0,19854.150999999994,5.173645067633402,0.36854377827971707
164,FaithCity MD,"Upper Marlboro, Maryland",UC3cUrijYglWHJ81RrZ_jNUw,"(38.8354067, -76.8628623)",29,303648,673.0,146716.46899999998,5.173370643231859,0.1726974625701244
165,Montana YMCA Youth and Government,"Montana, US",UCTcNqEsmDnz8dAb1DUv40eg,"(46.8796822, -110.3625658)",8,29806,,18145.466999999997,5.173255202605952,0.22163163730994553
166,LA City Emergency Management,"Los Angeles, California",UChO9l1ByinQ7u1epchCv3vg,"(34.0505911, -118.1763924)",11,5737,3999759.0,1969.3580000000002,5.170723755486542,0.49285350922818505
167,The City of Grand Rapids,"Grand Rapids, Michigan",UCBObm_Q73DcEDhgvdmoOh1w,"(42.9633599, -85.6680863)",453,1181683,198829.0,461256.7360000001,5.169733199520928,0.4590833806010085
168,"City of Post Falls, Idaho","Post Falls, Idaho",UC7PL9bReR18BlDnsmiOlraw,"(47.7179578, -116.9515856)",163,1071984,33290.0,480850.2210000001,5.1690264730537905,0.18238300071547828
169,Digital Peoria,"Peoria, Arizona",UCr2anV7zsCAo1Rvjga7nYEA,"(33.6282856, -112.2392489)",192,774164,168181.0,324534.8039999998,5.16720879950979,0.4843255186811932
170,CityofOrlando,"Orlando, Florida",UCTOsxjDi8Wow6xhEbGvVugA,"(28.5383355, -81.3792365)",444,1546645,280257.0,635890.9830000006,5.167199391367773,0.43214959669381425
171,CityOfThousandOaks,"Thousand Oaks, California",UCsSwux-Xmetz846gSsmptDw,"(34.1705609, -118.8375937)",87,163568,128995.0,66000.80500000004,5.1668638303173475,0.38732191152235235
172,GainesvilleDistrictSupervisorPWC,"Gainesville, Virginia",UCaC60DAYb0S1-YQ9LcV_0pQ,"(38.8028594, -77.6018331)",7,3587,,1500.659,5.166433594866027,0.46528943542301343
173,Augusta Georgia,"Augusta, Georgia",UCj33t_Opz-YZ7auj6-RIs_A,"(33.4734978, -82.0105148)",59,69651,,28420.362999999994,5.165789493450117,0.3874195941352238
174,"City of Arkansas City, Kansas","Arkansas City, Kansas",UCvQiHdrfXJc-sH4GxsFdx_A,"(37.06268, -97.03985)",22,121008,11866.0,59118.755,5.1653675413490285,0.2131243344062521
175,Northglenn Colorado,"Northglenn, Colorado",UCqtvPKHWSX-ukNYDjPYH6ug,"(39.8961821, -104.9811468)",111,509696,38928.0,208749.642,5.1642625195134855,0.3440949123543648
176,TOMP Council Meetings,"Mount Pleasant, South Carolina",UCNhfTlBOB2AbKtELKzY7_yQ,"(32.8323225, -79.82842579999999)",9,167287,86668.0,79724.23800000001,5.163578374928375,0.0787474491004798
177,City of Livingston CA,"Livingston, California",UCB_ZmQZIHELh-ECEPZ2VwZg,"(37.3868826, -120.7235329)",22,302150,14140.0,149780.44700000004,5.163461351296167,0.1836055733759432
178,Township Council Meetings,"Sewell, New Jersey",UCqFPQ63LV3q5cA_yjnCnsmA,"(39.7397316, -75.0685712)",39,852928,,344737.794,5.1634060207369,0.16466493476103766
179,Minnesota YMCA YIG Youth in Government,"Minneapolis, Minnesota",UCcr5YqIWxXtSQ4NbKzhQoCA,"(44.9774001, -93.2307091)",10,3709,422331.0,2035.116,5.162940244151029,0.4546064606524436
180,"City of Arlington, TX","Arlington, Texas",UCmEJ9qX33iCpEKauFojkybg,"(32.735687, -97.10806559999999)",1063,464499,396394.0,182766.15300000005,5.162564915578541,0.4223273215368896
181,City of Richfield,"Richfield, Minnesota",UCW3EbpPy_Xwb2moaUUOFhVA,"(44.8832982, -93.28300209999999)",458,1609502,36151.0,645313.1999999998,5.15974397009167,0.2774270311700581
182,Louisiana Gov,"Baton Rouge, Louisiana",UCu6XLJo8g_k5IZX6sjpV14A,"(30.4528716, -91.18897740000001)",138,399602,225374.0,170483.45,5.1592023812729035,0.26294477935936345
183,"City of Plattsburgh, New York","Plattsburgh, New York",UC7H36PiuYNJJkZpczbLvCbw,"(44.6994873, -73.4529124)",1,9445,19696.0,3979.88,5.15836775985624,
184,AroundTulareCounty,"Tulare County, California",UCI-iY8dkFYiDdTAHhtFglRg,"(36.1341739, -118.8596804)",7,3397,464493.0,1523.397,5.154888296189976,0.32458401556065947
185,"City of Cocoa, Florida","Cocoa, Florida",UCbWJK7XQyPVBmp15Fwoa4jA,"(28.3861159, -80.7419984)",35,196867,18532.0,90182.40200000002,5.1541985304727005,0.2506451326246906
186,eXplore Xenia,"Xenia, Ohio",UCUFFzFWxDl_DMOe9J7QzmgA,"(39.686438, -83.929177)",36,197508,26562.0,78573.03499999997,5.153526668980254,0.39394795830766755
187,Germantown Municipal Television,"Germantown, Tennessee",UC4td-0odYtwzyFJSF6jN34w,"(35.0971915, -89.8414354)",188,888272,,329910.40499999997,5.150891240469019,0.2737503788638336
188,cityofhayward,"Hayward, California",UC-t5eCY7p3nbBalxbMP9vFQ,"(37.6708446, -122.0857338)",78,392456,160500.0,161954.806,5.150269199682492,0.3640497114247669
189,"City of Rochester, NY .Mayor's Office","Rochester, New York",UC6E4c_jmhJPH7kR_GKnbpug,"(43.1569913, -77.6148934)",311,437303,208046.0,208279.84199999998,5.150167137237565,0.47952563735843406
190,Suffolk County Government,"Yaphank, New York",UCBY8LgV6_y7QUn0c4lgxurw,"(40.8298283, -72.9187438)",42,118481,,45056.26500000001,5.14985830905636,0.3131755599081235
191,CityofVacaville,"Vacaville, California",UCLC4Gd7Z4rwlWOciZVhlJJw,"(38.3565773, -121.9877444)",22,48678,100032.0,16750.559999999998,5.148905478497142,0.3983214713396252
192,City of Willmar,"Willmar, Minnesota",UCtCdc2xGb0Hvrk6dd5OpmoA,"(45.1223711, -95.048659)",196,1137186,19628.0,495956.53900000046,5.148866182313023,0.28507032370967417
193,FrederickCountyMD,"Frederick County, Maryland",UCxww6nBEuO-ZiYZRN65rsBw,"(39.3844507, -77.4701972)",32,95791,252022.0,45821.808,5.148299864516172,0.3241959980639981
194,"City of Fremont, CA","Fremont, California",UCLm12bAo9z_1ob9UG69ZGKQ,"(37.5482697, -121.9885719)",46,60882,234962.0,25573.661000000004,5.14829435625673,0.48565760824041093
195,"Daniel, Utah Town Meetings","Daniel, Utah",UCNl9vzo3Afm_qhRoXdDrqPg,"(40.4720026, -111.4314629)",34,180259,1071.0,89933.481,5.147975277746626,0.1886002449209075
196,City of Elk River,"Elk River, Minnesota",UCdrWdP44oLkWv-hc0SIWF6g,"(45.33772829999999, -93.56911219999999)",145,81092,24506.0,31325.733000000004,5.147892817130259,0.4498203576439966
197,"City of Ellsworth, Maine","Ellsworth, Maine",UCAoSufogSQbl5N5AtUIid4Q,"(44.5434095, -68.4194641)",93,736465,7973.0,332351.57100000005,5.146169463760468,0.28805272489568723
198,City of Aztec,"Aztec, New Mexico",UCfNiVUYD4XKKwxOhtNvCauA,"(36.8222261, -107.9928455)",65,478860,6566.0,207635.543,5.1456178388942195,0.22356115194838205
199,Philadelphia City Council,"Philadelphia, Pennsylvania",UC9bXJCRFPLxMhT22nZ7t8XA,"(39.9523789, -75.1635996)",831,4674063,1580863.0,1902535.4230000027,5.143712055163827,0.36062419060281525
200,"City of Brooklyn, Ohio","Brooklyn, Ohio",UCRRKkTWR8peOgYgo4JvhxWA,"(41.4301349, -81.7512107)",56,399046,10792.0,159488.38500000007,5.143455175585115,0.17188937402500845
201,"City of Crescent City, California","Crescent City, California",UCc8LIkDxscuciAFNB9yEEMA,"(41.7557501, -124.2025913)",25,195993,6399.0,80524.38699999999,5.142854978436118,0.17337078420870064
202,Kentucky Department for Local Government - DLG,"Frankfort, Kentucky",UC4CErK3o_ZmjaQNdxYDUqtg,"(38.1839425, -84.8144551)",13,3311,27621.0,1407.4679999999998,5.142414666817995,0.4756727492283121
203,City of Meridian,"Meridian, Idaho",UCcQl8wZRqYIfxccWrUJBewg,"(43.6121087, -116.3915131)",463,2034393,99926.0,853428.4820000008,5.141858842464856,0.4051845070997807
204,VT Environmental Assistance Office,"Montpelier, Vermont",UCS2vjqFSHAqKkHvRSk0Fy1w,"(44.2560755, -72.5845027)",7,23214,7484.0,9590.92,5.140793892385574,0.1472714687205838
205,BeatriceNE,"Beatrice, Nebraska",UCU5o7cx5DzXuWYZhcetoZAg,"(40.1989041, -96.663812)",5,22351,12295.0,8388.719000000001,5.13929631414979,0.2985531452254557
206,Westville Indiana,"Westville, Indiana",UCLcCLBCsqiXSuVu_jJfGKaw,"(41.54142969999999, -86.9005825)",21,130629,5678.0,63188.048,5.139101916814535,0.12998727561829435
207,"City of Laconia, NH","Laconia, New Hampshire",UCDfxg8m4IMiGZikLF5pbE_g,"(43.5278546, -71.4703509)",125,1506776,16464.0,647959.5019999999,5.1388919093280645,0.21463879596874963
208,North Augusta SC 20/20 City Council Meetings Etc.,"North Augusta, South Carolina",UCkwe765ru7YpKlWoeCj0DxA,"(33.5018026, -81.9651152)",1,6523,22930.0,3521.23,5.138542052921363,
209,City of West Melbourne,"West Melbourne, Florida",UC0rw9-ZqduSTcs6uBNU7_ag,"(28.0716832, -80.65338779999999)",17,242240,22089.0,93821.75499999999,5.138447521496912,0.15820115548074262
210,City Of Fort Morgan,"Fort Morgan, Colorado",UCo7J2v3KqEOx45rG-GxlJOg,"(40.2502582, -103.7999509)",49,567941,11281.0,240168.53200000004,5.137905644738488,0.1631068864008828
211,Putnam County TN Government,"Cookeville, Tennessee",UC2D4OD-kL2jUOtpY0KHktFA,"(36.1494165, -85.5229902)",56,258272,33452.0,128090.53,5.137710613956641,0.1993836548479337
212,County Of Del Norte,"Del Norte County, California",UC7jaWC4x7QAq1bgC2L-aYvw,"(41.7076287, -123.9659708)",75,808018,27470.0,336648.20700000005,5.1359771067389,0.14153442217734546
213,City Of Durant Council Chambers,"Durant, Oklahoma",UCQO-_Crp48w7jN-mZ0oGGVQ,"(33.992975, -96.378669)",20,240612,17764.0,124458.33899999998,5.135902650958597,0.24752438775325397
214,Municipal Meeting,"Lower Providence Township, Pennsylvania",UCYkaKwd_1OokRKlvteABFZQ,"(40.1433257, -75.42281899999999)",123,1375575,,614271.146,5.135101905713381,0.21649597999637066
215,City of Lakewood,"Lakewood, Washington",UC6kjNiFzrc9PwiTF_zTTaRQ,"(47.1717649, -122.518458)",13,240917,60296.0,117140.71899999998,5.134390671676484,0.11564705776900727
216,The City of Frederick,"Frederick, Maryland",UCTig2g9-KiZFgNg8kYxeKXA,"(39.41426879999999, -77.4105409)",147,263820,71408.0,114867.03399999994,5.1332612332543555,0.3902547551559447
217,"City of Santa Maria, California","Santa Maria, California",UCAmcDZPVzV6jUnVIof3F7dw,"(34.9530337, -120.4357191)",152,1163548,107014.0,485630.7929999998,5.133063980523073,0.33901533551956814
218,WestminsterCO,"Westminster, Colorado",UCJeyak1VUsnc1rPehZPNswg,"(39.8366528, -105.0372046)",84,61894,112812.0,27452.580999999987,5.1329877986175765,0.40274956970268944
219,"City of Galesburg, IL","Galesburg, Illinois",UCaRXtxhs0iGsSDksooZwC7g,"(40.94781580000001, -90.3712395)",2,2880,30769.0,1446.49,5.13292259556105,0.36763021490663456
220,City of Haysville Kansas,"Haysville, Kansas",UC3XUt81Il2JWijJiV6yqnNw,"(37.5644615, -97.3522675)",58,213598,11278.0,103954.322,5.130449378254995,0.28437724168179734
221,"City of Auburn, Maine","Auburn, Maine",UCn4hg3vz0ftbcLee4mz-1Dw,"(44.0978509, -70.2311655)",9,71279,23033.0,28687.439,5.1302883862858915,0.25468800325740454
222,Town of Lebanon,"Lebanon, Maine",UCZV2ij7vU73Dh8C1JAI3QWQ,"(43.40066969999999, -70.91937899999999)",11,90835,6280.0,56146.558999999994,5.129989738952099,0.26179095035009226
223,SHTV1,"Sterling Heights, Michigan",UC0n_eLFiW2cCJ_24TSn9DjA,"(42.5803122, -83.0302033)",12,10455,132631.0,4350.228999999999,5.129954091436704,0.47336895530865464
224,City of Belleville Council Meetings & Misc. videos,"Belleville, Illinois",UCgQcRTdHErSn7yG1AP742Vg,"(38.5122211, -89.9843597)",99,701958,41649.0,301399.57000000007,5.129563358080198,0.16428836527729582
225,The Municipal Art Society of New York,"New York, New York",UC85K3UNE3_ZnDaDJUOWwedw,"(40.7589167, -73.9752018)",135,383234,19849399.0,148344.14199999996,5.128827470858247,0.33532410654805156
226,Port Orange Government Television,"Port Orange, Florida",UCTYNmc7tZVRrB2NH5-Oj7hg,"(29.1265036, -81.0207434)",34,258420,63203.0,112268.704,5.128341996761434,0.31729993545824825
227,"Johnson County, KS Government","Olathe, Kansas",UCUMpFQU8E0ifkWVrRz46tyQ,"(38.881448, -94.82008990000001)",238,965671,137472.0,419372.7999999997,5.127977911496445,0.3960142502189341
228,"Decatur, Indiana","Decatur, Indiana",UCYCQSTh8vJ2DEH8IrkbkD3g,"(40.830603, -84.9291329)",5,3797,34297.0,1400.72,5.127860241097285,0.411969418377295
229,City of Bellevue Nebraska,"Bellevue, Nebraska",UCZc74_1IgTNR4-YuLknTAJw,"(41.1543623, -95.9145568)",138,815686,53424.0,348536.076,5.127376570938892,0.3520971892565038
230,FridleyMunicipalTV,"Fridley, Minnesota",UCgguNa9ShDCIeSXqFZbzphg,"(45.084944, -93.26286089999999)",82,278780,27853.0,109158.18999999999,5.126445728273398,0.315827679455026
231,City of Nowthen MN,"Nowthen, Minnesota",UCydgQQVA1NUIh3PUbWeZ04w,"(45.3324984, -93.44670149999999)",119,1311262,4699.0,667359.8870000001,5.12605406338522,0.17108319806019695
232,City of Longmont Colorado,"Longmont, Colorado",UCH5_wkpLrKYb1JuUk6-UdNg,"(40.1672068, -105.1019275)",224,1847557,94341.0,859712.9340000008,5.123600034156711,0.3419084586248252
233,County of San Mateo,"San Mateo County, California",UC2bWDXcW6FfdxVyR-V34oag,"(37.4337342, -122.4014193)",15,26956,771410.0,10980.278,5.122847630880412,0.31097552229112957
234,"City of Casper, Wyoming","Casper, Wyoming",UCK-zvDPcmvu0mPRD2LPc6ng,"(42.8500769, -106.3251749)",106,1477011,57814.0,668531.2949999998,5.122067443922986,0.2036621329146508
235,City of Springfield MA,"Springfield, Massachusetts",UCKWQmyAdZvtvGGN6rAFNJcA,"(42.1014831, -72.589811)",10,7985,154758.0,3917.9389999999994,5.121467066512263,0.2888994831093167
236,City of Sherwood,"Sherwood, Oregon",UC4hM1ujLIVpZAqSr0vM0Z7g,"(45.3562638, -122.8402122)",142,1392696,19467.0,599477.7609999998,5.121313358055586,0.21570126962267738
237,City of Idaho Falls,"Idaho Falls, Idaho",UCE2S6lYv_OBcXSLi1drW8Ng,"(43.49266069999999, -112.0407584)",19,11786,61076.0,4730.137,5.11889522222354,0.4064809987443539
238,Rutherford County Government,"Murfreesboro, Tennessee",UCGdwu25OPaVj086VWWKtf1A,"(35.822984, -86.3966562)",1153,8516795,136372.0,3615427.2419999996,5.1185155656630315,0.24470390603732764
239,City of River Falls,"River Falls, Wisconsin",UCoLgQPc-xuxbXrce-2ume-w,"(44.8613563, -92.6238082)",14,39228,15510.0,14741.066,5.1177540479460175,0.38863925564060886
240,"City of Evanston, IL","Evanston, Illinois",UChIEhm-DpDtCj0aEKKe_O9A,"(42.0450722, -87.68769689999999)",201,540070,74756.0,231560.62799999994,5.114806559143664,0.38834574202734246
241,"City Of Mayer, MN","Mayer, Minnesota",UC76IJmnDuxPuOAjO_qTvuOQ,"(44.8849625, -93.88774529999999)",55,507894,2089.0,257174.8340000001,5.113516581173835,0.18316090148366712
242,Marshall County Iowa,"Marshall County, Iowa",UC2SRE_isBm8PyHrZNXf3nsA,"(42.0407088, -92.9375739)",80,474455,40288.0,205793.44400000002,5.113506394487767,0.15538136274898182
243,FultonCountyGovernment,"Atlanta, Georgia",UCBdfjTes0C4KkKzXyKiK9zw,"(33.751422, -84.39144329999999)",140,34646,486290.0,14257.158999999996,5.113427804631488,0.5076608862699883
244,WoodburyCountyIowa,"Woodbury County, Iowa",UC7eJFP8TlXCX8V3sDDaePBA,"(42.3166158, -95.9832577)",144,935777,102429.0,432869.291,5.113408849909209,0.216038316202661
245,"Kansas City, Mo. City Communications","Kansas City, Missouri",UCYYgwhGr1HSqRi_h5uPF2Kg,"(39.0083059, -94.4579961)",720,1406750,488943.0,570576.301,5.11275591602894,0.30619548799502994
246,City of Enterprise,"Enterprise, Alabama",UCcNWtA7WWkhBthBak26TXnQ,"(31.3151708, -85.85521609999999)",15,10830,28247.0,5658.687,5.1126210767530775,0.3041288320811646
247,"City of Bristol, VA","Bristol, Virginia",UCsXxrQvvnpoAC60lEn67FhQ,"(36.595141, -82.1888089)",48,678150,16790.0,269492.725,5.112385824491825,0.20139969282293183
248,VirginiaBeachTV,"Virginia Beach, Virginia",UCe1QmZhxHuuZuUdQ9FtzTcA,"(36.824443, -76.054352)",420,771592,450435.0,315739.66199999984,5.11219438243859,0.37358393425353137
249,City of El Monte CA Government,"El Monte, California",UCTnXHhiP0BUIOeo3mGSZ4rg,"(34.0682658, -118.0616936)",2,5735,116109.0,3005.9,5.112060820539759,0.6748851432320193
250,"Warren County, Virginia","Warren County, Virginia",UC4VkJGpBCNGqrwOEuxZSQoQ,"(38.9331749, -78.24761459999999)",62,734941,39563.0,301976.77200000006,5.111046369157807,0.1269729262034359
251,ILSpringfield,"Springfield, Illinois",UCA6i8iv1zPHXx-sfI6DYF1w,"(39.78172130000001, -89.6501481)",351,1744317,114868.0,704485.3329999999,5.110554681334275,0.3851468156896107
252,DurhamSWCD,"Durham, North Carolina",UCMltA0_udTzJ1BXvhKR4WJw,"(36.0045172, -78.90172609999999)",3,2552,267743.0,1090.469,5.109498088695594,0.30832680419055014
253,The Town of Lexington,"Lexington, South Carolina",UCsor0AoZVy2UvAW52JOlbxA,"(33.9815369, -81.2362107)",52,234044,21265.0,102222.26999999999,5.108656834897175,0.2576948095854531
254,BEDFORD TOWNSHIP GOVERNMENT CENTER,"Temperance, Michigan",UCb8mpGZJzyC5LmYOC2VKSvQ,"(41.7630647, -83.5852664)",55,578236,,241240.43100000004,5.108026211623559,0.23265839314028788
255,Indiana Counties,"Indianapolis, Indiana",UChhq084D5FyZpN1i2MRccDA,"(39.7697008, -86.1602262)",22,53365,872680.0,21071.99,5.107757547290306,0.3002386572347061
256,"Mitchell, SD","Mitchell, South Dakota",UCOdLoS0nXWs5c1ejBbdrZNQ,"(43.7094283, -98.0297992)",89,856575,15603.0,369421.6,5.1061231913951755,0.24811885845621698
257,CityofChulaVista,"Chula Vista, California",UCGCeNmeSButuOp4yFCIh9Iw,"(32.6400541, -117.0841955)",9,2129,270471.0,824.3349999999999,5.104476151075037,0.42923695897808395
258,"City of Liberty Lake, WA","Liberty Lake, Washington",UCP0FovX6g8NG4J5wKDLt62A,"(47.6743428, -117.1124241)",21,274431,9893.0,154716.78999999998,5.104275512623632,0.07967608529762057
259,Akron City Council,"Akron, Ohio",UCTRzlObsoxdg6IFgWSFCOgA,"(41.0806037, -81.518214)",57,423013,197846.0,201543.88,5.103847271007586,0.15080430664649294
260,City of New Carlisle,"New Carlisle, Ohio",UChfm1EBjjw6A2GbexgDZ_ag,"(39.9361699, -84.0254913)",78,508420,5586.0,256211.26199999996,5.101265764234633,0.2009834630541605
261,Cityof Wayne,"Wayne, Michigan",UCwr-VD-I64VKtBOqg6jNXxQ,"(42.2814269, -83.3863214)",40,582551,16947.0,252493.76699999996,5.100560232302544,0.0910402843978317
262,KaysvilleCity,"Kaysville, Utah",UCtH-iKmjfeXat6K2wOetoZQ,"(41.0352216, -111.9385521)",14,15378,31776.0,7516.483,5.100201456968213,0.6714582979005582
263,LWVSJC,"Sacramento, California",UC0xqyjb977v3IXocgTSD2_g,"(38.58017359999999, -121.4918435)",5,28218,501901.0,10143.22,5.099724757658479,0.29944364067690665
264,Salt Lake City Television,"Salt Lake City, Utah",UCUzanlS6hJadbrMqnO_iofQ,"(40.7324576, -111.9513477)",18,21195,200544.0,8187.606000000001,5.099275739047811,0.47267861848225934
265,"City of Brandon, SD","Brandon, South Dakota",UCkupAgckAKVqifovUqXw_TQ,"(43.5946963, -96.5719896)",67,747120,9957.0,326600.2859999999,5.098660982163549,0.2191069128223997
266,City of Kerrville - Government,"Kerrville, Texas",UCRt2JqXbobR1471dyOn5MJA,"(30.0469117, -99.1409022)",198,1337653,23386.0,559963.2300000002,5.094431436940389,0.2570712802202476
267,cityofsantafe,"Santa Fe, New Mexico",UCTgU_rclEQSW7XN-sgaCUBA,"(35.6869752, -105.937799)",266,485457,83776.0,242288.51599999992,5.094359651950379,0.4280230929373795
268,"City of Ashland, KY","Ashland, Kentucky",UCyq2LQ4SfzpLNVVsiOXG35w,"(38.4784144, -82.63793869999999)",1,9351,20669.0,4319.01,5.093341744597857,
269,City of Waverly,"Waverly, Iowa",UCmAJkXjXePDZKkxPOPpeJpQ,"(42.7272032, -92.4668511)",124,1331485,10126.0,562038.607,5.092925709112511,0.19595249825035868
270,"Laramie, Wyoming - City Government","Laramie, Wyoming",UCtoowHqhTpkeVR14Rey_VGQ,"(41.3116389, -105.5918231)",44,598837,32306.0,249882.10700000005,5.092558181245602,0.23109497415671637
271,City of Portage,"Portage, Indiana",UCF2Ug3N2isAYPqthE20LMTQ,"(41.5758707, -87.1761455)",2,11355,93348.0,8571.169,5.090703473467096,0.23797888430809347
272,Washington State Auditor’s Office,"Olympia, Washington",UCoqV43R7JgM1q7WWi26Sorw,"(47.0358904, -122.9033286)",40,26526,51609.0,11563.455,5.090120961096865,0.41638768607153115
273,City of Sunnyside Washington,"Sunnyside, Washington",UC7fq6y2MjcYTA-GBSTnXiuA,"(46.3237423, -120.0086538)",16,60323,16407.0,98081.82899999998,5.089731986098476,0.18890766185597518
274,City of Reno,"Reno, Nevada",UClQT7q90igEYqA17nm-WwhQ,"(39.5296329, -119.8138027)",797,1300210,248853.0,515726.7730000003,5.0891343225146315,0.42301426277776777
275,"LBTV Long Beach, CA","Long Beach, California",UC9tkCWoykFdl-Z-JHSA3ATw,"(33.7700504, -118.1937395)",27,22250,469450.0,8456.414999999999,5.088916286680039,0.2893818861050986
276,City of Moundridge,"Moundridge, Kansas",UCSnGSURxMyO02DQK17O7xJg,"(38.203065, -97.5192065)",16,3243,1874.0,1351.686,5.087698076052764,0.5686786338280345
277,"Hoover, Alabama","Hoover, Alabama",UCEtvZ4p5toQc9p3XH2OTm9g,"(33.4053867, -86.8113781)",58,26951,84920.0,10753.254999999996,5.087533097443091,0.5626445190919177
278,City of Little Rock,"Little Rock, Arkansas",UCoRn4kpi78zlnEN6deMwlQw,"(34.7464809, -92.28959479999999)",291,1825110,198606.0,779259.8290000006,5.0868855677822955,0.29894693809697925
279,CSBTV20,"California, US",UC0MKBRS7teISJ5iGufoc_Iw,"(36.778261, -119.4179324)",7,154034,,64738.757,5.086143867412303,0.10351341090989692
280,City of La Quinta,"La Quinta, California",UCG54GVUvLwUvZPCx596LbkQ,"(33.6633573, -116.3100095)",6,1916,41304.0,951.669,5.085705912876514,0.3469278443045446
281,LNKTV City,"Lincoln, Nebraska",UCeRPazmGKkWc28SK3si9xWA,"(40.813616, -96.7025955)",746,4367613,284736.0,1800305.0789999985,5.085701633148525,0.2701213534831922
282,Troy Michigan,"Troy, Michigan",UCm0tMiLQNPvL4Sz0CTjVYFg,"(42.6064095, -83.1497751)",166,1791602,83813.0,771435.8349999996,5.084392093731479,0.20252375768358682
283,City of Freeport ILL,"Freeport, Illinois",UCPtSul497oxrsjhrn_qhiMw,"(42.2966861, -89.6212271)",26,214312,24091.0,95258.35700000005,5.082058072576266,0.24248938678799034
284,Clean Water Initiative,"Vermont, US",UCcE3IVErioHtVMqAeBLVDZQ,"(44.5588028, -72.57784149999999)",32,199412,,80840.22500000002,5.081612467121746,0.29457392048445236
285,Watch Berkeley Gov,"Berkeley, California",UCHiRuLn-_8Fk1XMK8W7oP3w,"(37.8715926, -122.272747)",159,1377035,122324.0,552231.0410000002,5.081456418038084,0.17547656723037916
286,City of Oroville,"Oroville, California",UCAoRW34swYl85UBfYqT7IbQ,"(39.5137752, -121.556359)",37,343660,19121.0,187114.02399999995,5.080783444111806,0.251448377553547
287,Prevention Institute,"Oakland, California",UCVpEtO68Hz0k2vuHWQMJFQQ,"(37.7933258, -122.2678571)",45,44621,425195.0,18745.594999999998,5.078994867222571,0.4574530226013791
288,Washington State Government,"Olympia, Washington",UCsuYgYm8vWyUNUfI3CMzuSQ,"(47.037292, -122.897613)",208,881710,51609.0,337059.03500000015,5.077968054179222,0.32896392325330814
289,City of Rochester Building Safety,"Rochester, Minnesota",UCecGEc0sA9c2rr36BETWxiQ,"(44.0242437, -92.43130289999999)",7,65058,115733.0,25225.238000000005,5.076984589463907,0.34397952919572694
290,"City of Iola, Kansas","Iola, Kansas",UCv4LYM8hh3qeJL32-kR2moA,"(37.9244799, -95.3999814)",79,648781,5354.0,278010.09799999994,5.074474002675808,0.15566710944623377
291,"Winnebago County, Iowa","Winnebago County, Iowa",UCRYede2wUgnmNZpYlSRCDDg,"(43.3481922, -93.66232389999999)",43,340056,10587.0,220607.20700000002,5.073657847726238,0.19052241648804966
292,Municipal Employees' Retirement System of Michigan,"Lansing, Michigan",UCnyUp57EJdcQNfbrD9lm77w,"(42.721095, -84.648632)",26,107967,116986.0,43494.49799999999,5.072769943978504,0.31809539738546516
293,Morris Minnesota City Government,"Morris, Minnesota",UCBEIGAZ0NE9wZwzveonGqgA,"(45.5879479, -95.91012409999999)",3,18831,5297.0,9707.79,5.071497564018611,0.10142500626227276
294,Town of Rome Wisconsin,"Nekoosa, Wisconsin",UC4c0rhMyFqU3QhLrIvqmyBA,"(44.2218879, -89.8092904)",17,192489,2429.0,78103.00800000002,5.070782720576405,0.13864544374440796
295,Groton Municipal Television,"Groton, Connecticut",UCBk-9Ahudi4nbh26x3jZxlA,"(41.3497456, -72.0790717)",116,560488,39075.0,225712.18299999996,5.070278472003092,0.3434050457979392
296,"City of Midland, Michigan","Midland, Michigan",UCjShycow9Ksl3jU9N8lVfPQ,"(43.6155825, -84.2472116)",323,188494,41950.0,82104.79499999991,5.0699008401883345,0.42934103228128917
297,City of Columbus,"Columbus, Ohio",UCfttJJ9T5_1W1JewiTJqzqA,"(39.9611755, -82.99879419999999)",298,1382539,879170.0,588417.6529999995,5.067516915606998,0.35984114228130387
298,Montgomery County TN Government,"Clarksville, Tennessee",UColCy-INQM4uZSqrJCeHTGg,"(36.5268057, -87.3579623)",65,446826,153205.0,210157.20599999998,5.066534857381829,0.3894703443726099
299,"City of Cloverdale, Cloverdale, CA","Cloverdale, California",UCDSDDT0okjoOrRhJaetPRbQ,"(38.8054624, -123.0172227)",27,384146,8803.0,155693.24699999997,5.066137557596296,0.16612526044222709
300,"City of Bakersfield, CA.","Bakersfield, California",UCk3BaR0DdO7j_bZSKnIEK4w,"(35.3732921, -119.0187125)",106,779529,380874.0,338529.4400000001,5.065699113259333,0.3179856076124037
301,"Haltom City, Texas","Haltom City, Texas",UCTQ7EcoJXKB8n0Bv6tItjXQ,"(32.7995738, -97.26918169999999)",2,40407,44417.0,17984.389,5.062297569999782,0.05922468431508045
302,Warren County Board of Supervisors,"Vicksburg, Mississippi",UCPx4uFe9iTsgC7dZrpKfw1A,"(32.353067, -90.87843620000001)",1,1119,22489.0,407.02,5.06176055364212,
